idx,a,b,c,d,e,f,g,h,i,j,class
895,1,1,0,1,1,1,1,1,1,1,1
933,1,1,1,0,1,0,0,1,0,1,1
558,1,0,0,0,1,0,1,1,1,0,0
487,0,1,1,1,1,0,0,1,1,1,1
787,1,1,0,0,0,1,0,0,1,1,0
97,0,0,0,1,1,0,0,0,0,1,1
161,0,0,1,0,1,0,0,0,0,1,1
40,0,0,0,0,1,0,1,0,0,0,0
341,0,1,0,1,0,1,0,1,0,1,1
583,1,0,0,1,0,0,0,1,1,1,0
373,0,1,0,1,1,1,0,1,0,1,1
209,0,0,1,1,0,1,0,0,0,1,1
62,0,0,0,0,1,1,1,1,1,0,0
863,1,1,0,1,0,1,1,1,1,1,1
966,1,1,1,1,0,0,0,1,1,0,1
329,0,1,0,1,0,0,1,0,0,1,1
585,1,0,0,1,0,0,1,0,0,1,1
11,0,0,0,0,0,0,1,0,1,1,0
1014,1,1,1,1,1,1,0,1,1,0,1
962,1,1,1,1,0,0,0,0,1,0,1
284,0,1,0,0,0,1,1,1,0,0,1
635,1,0,0,1,1,1,1,0,1,1,0
736,1,0,1,1,1,0,0,0,0,0,0
726,1,0,1,1,0,1,0,1,1,0,1
106,0,0,0,1,1,0,1,0,1,0,0
851,1,1,0,1,0,1,0,0,1,1,1
716,1,0,1,1,0,0,1,1,0,0,1
729,1,0,1,1,0,1,1,0,0,1,1
751,1,0,1,1,1,0,1,1,1,1,0
620,1,0,0,1,1,0,1,1,0,0,0
497,0,1,1,1,1,1,0,0,0,1,1
513,1,0,0,0,0,0,0,0,0,1,1
765,1,0,1,1,1,1,1,1,0,1,0
478,0,1,1,1,0,1,1,1,1,0,1
361,0,1,0,1,1,0,1,0,0,1,1
545,1,0,0,0,1,0,0,0,0,1,1
986,1,1,1,1,0,1,1,0,1,0,1
95,0,0,0,1,0,1,1,1,1,1,0
264,0,1,0,0,0,0,1,0,0,0,0
667,1,0,1,0,0,1,1,0,1,1,1
799,1,1,0,0,0,1,1,1,1,1,1
320,0,1,0,1,0,0,0,0,0,0,1
661,1,0,1,0,0,1,0,1,0,1,1
357,0,1,0,1,1,0,0,1,0,1,1
919,1,1,1,0,0,1,0,1,1,1,1
578,1,0,0,1,0,0,0,0,1,0,1
449,0,1,1,1,0,0,0,0,0,1,1
663,1,0,1,0,0,1,0,1,1,1,1
856,1,1,0,1,0,1,1,0,0,0,1
892,1,1,0,1,1,1,1,1,0,0,0
873,1,1,0,1,1,0,1,0,0,1,1
929,1,1,1,0,1,0,0,0,0,1,1
561,1,0,0,0,1,1,0,0,0,1,1
845,1,1,0,1,0,0,1,1,0,1,1
169,0,0,1,0,1,0,1,0,0,1,1
784,1,1,0,0,0,1,0,0,0,0,0
262,0,1,0,0,0,0,0,1,1,0,1
202,0,0,1,1,0,0,1,0,1,0,1
618,1,0,0,1,1,0,1,0,1,0,0
482,0,1,1,1,1,0,0,0,1,0,0
29,0,0,0,0,0,1,1,1,0,1,1
627,1,0,0,1,1,1,0,0,1,1,0
989,1,1,1,1,0,1,1,1,0,1,1
952,1,1,1,0,1,1,1,0,0,0,0
748,1,0,1,1,1,0,1,1,0,0,0
682,1,0,1,0,1,0,1,0,1,0,0
980,1,1,1,1,0,1,0,1,0,0,1
331,0,1,0,1,0,0,1,0,1,1,1
843,1,1,0,1,0,0,1,0,1,1,1
654,1,0,1,0,0,0,1,1,1,0,1
216,0,0,1,1,0,1,1,0,0,0,1
785,1,1,0,0,0,1,0,0,0,1,1
422,0,1,1,0,1,0,0,1,1,0,1
63,0,0,0,0,1,1,1,1,1,1,0
132,0,0,1,0,0,0,0,1,0,0,1
926,1,1,1,0,0,1,1,1,1,0,1
629,1,0,0,1,1,1,0,1,0,1,1
867,1,1,0,1,1,0,0,0,1,1,0
396,0,1,1,0,0,0,1,1,0,0,1
570,1,0,0,0,1,1,1,0,1,0,0
603,1,0,0,1,0,1,1,0,1,1,1
898,1,1,1,0,0,0,0,0,1,0,0
747,1,0,1,1,1,0,1,0,1,1,0
414,0,1,1,0,0,1,1,1,1,0,1
512,1,0,0,0,0,0,0,0,0,0,0
227,0,0,1,1,1,0,0,0,1,1,0
411,0,1,1,0,0,1,1,0,1,1,0
114,0,0,0,1,1,1,0,0,1,0,0
313,0,1,0,0,1,1,1,0,0,1,1
842,1,1,0,1,0,0,1,0,1,0,1
671,1,0,1,0,0,1,1,1,1,1,1
631,1,0,0,1,1,1,0,1,1,1,0
316,0,1,0,0,1,1,1,1,0,0,0
498,0,1,1,1,1,1,0,0,1,0,0
177,0,0,1,0,1,1,0,0,0,1,1
376,0,1,0,1,1,1,1,0,0,0,0
759,1,0,1,1,1,1,0,1,1,1,1
870,1,1,0,1,1,0,0,1,1,0,1
380,0,1,0,1,1,1,1,1,0,0,0
392,0,1,1,0,0,0,1,0,0,0,0
433,0,1,1,0,1,1,0,0,0,1,1
355,0,1,0,1,1,0,0,0,1,1,0
869,1,1,0,1,1,0,0,1,0,1,1
94,0,0,0,1,0,1,1,1,1,0,0
342,0,1,0,1,0,1,0,1,1,0,1
369,0,1,0,1,1,1,0,0,0,1,1
218,0,0,1,1,0,1,1,0,1,0,1
480,0,1,1,1,1,0,0,0,0,0,0
379,0,1,0,1,1,1,1,0,1,1,0
30,0,0,0,0,0,1,1,1,1,0,0
337,0,1,0,1,0,1,0,0,0,1,1
115,0,0,0,1,1,1,0,0,1,1,0
712,1,0,1,1,0,0,1,0,0,0,1
486,0,1,1,1,1,0,0,1,1,0,1
215,0,0,1,1,0,1,0,1,1,1,1
321,0,1,0,1,0,0,0,0,0,1,1
970,1,1,1,1,0,0,1,0,1,0,1
521,1,0,0,0,0,0,1,0,0,1,1
735,1,0,1,1,0,1,1,1,1,1,1
885,1,1,0,1,1,1,0,1,0,1,1
49,0,0,0,0,1,1,0,0,0,1,1
201,0,0,1,1,0,0,1,0,0,1,1
1018,1,1,1,1,1,1,1,0,1,0,0
272,0,1,0,0,0,1,0,0,0,0,0
996,1,1,1,1,1,0,0,1,0,0,1
162,0,0,1,0,1,0,0,0,1,0,0
659,1,0,1,0,0,1,0,0,1,1,1
344,0,1,0,1,0,1,1,0,0,0,1
5,0,0,0,0,0,0,0,1,0,1,1
522,1,0,0,0,0,0,1,0,1,0,0
847,1,1,0,1,0,0,1,1,1,1,1
740,1,0,1,1,1,0,0,1,0,0,1
300,0,1,0,0,1,0,1,1,0,0,1
548,1,0,0,0,1,0,0,1,0,0,0
1007,1,1,1,1,1,0,1,1,1,1,0
356,0,1,0,1,1,0,0,1,0,0,1
681,1,0,1,0,1,0,1,0,0,1,1
662,1,0,1,0,0,1,0,1,1,0,1
249,0,0,1,1,1,1,1,0,0,1,1
670,1,0,1,0,0,1,1,1,1,0,1
569,1,0,0,0,1,1,1,0,0,1,1
6,0,0,0,0,0,0,0,1,1,0,1
957,1,1,1,0,1,1,1,1,0,1,1
824,1,1,0,0,1,1,1,0,0,0,0
954,1,1,1,0,1,1,1,0,1,0,0
270,0,1,0,0,0,0,1,1,1,0,1
619,1,0,0,1,1,0,1,0,1,1,0
850,1,1,0,1,0,1,0,0,1,0,1
467,0,1,1,1,0,1,0,0,1,1,1
767,1,0,1,1,1,1,1,1,1,1,0
23,0,0,0,0,0,1,0,1,1,1,1
298,0,1,0,0,1,0,1,0,1,0,0
493,0,1,1,1,1,0,1,1,0,1,1
308,0,1,0,0,1,1,0,1,0,0,1
70,0,0,0,1,0,0,0,1,1,0,1
743,1,0,1,1,1,0,0,1,1,1,1
789,1,1,0,0,0,1,0,1,0,1,1
822,1,1,0,0,1,1,0,1,1,0,1
702,1,0,1,0,1,1,1,1,1,0,0
880,1,1,0,1,1,1,0,0,0,0,0
489,0,1,1,1,1,0,1,0,0,1,1
330,0,1,0,1,0,0,1,0,1,0,1
617,1,0,0,1,1,0,1,0,0,1,1
288,0,1,0,0,1,0,0,0,0,0,0
515,1,0,0,0,0,0,0,0,1,1,0
516,1,0,0,0,0,0,0,1,0,0,0
381,0,1,0,1,1,1,1,1,0,1,1
918,1,1,1,0,0,1,0,1,1,0,1
953,1,1,1,0,1,1,1,0,0,1,1
99,0,0,0,1,1,0,0,0,1,1,0
21,0,0,0,0,0,1,0,1,0,1,1
413,0,1,1,0,0,1,1,1,0,1,1
931,1,1,1,0,1,0,0,0,1,1,0
922,1,1,1,0,0,1,1,0,1,0,0
45,0,0,0,0,1,0,1,1,0,1,1
961,1,1,1,1,0,0,0,0,0,1,1
275,0,1,0,0,0,1,0,0,1,1,0
948,1,1,1,0,1,1,0,1,0,0,1
224,0,0,1,1,1,0,0,0,0,0,0
53,0,0,0,0,1,1,0,1,0,1,1
903,1,1,1,0,0,0,0,1,1,1,1
136,0,0,1,0,0,0,1,0,0,0,1
206,0,0,1,1,0,0,1,1,1,0,1
164,0,0,1,0,1,0,0,1,0,0,1
707,1,0,1,1,0,0,0,0,1,1,1
372,0,1,0,1,1,1,0,1,0,0,1
471,0,1,1,1,0,1,0,1,1,1,1
968,1,1,1,1,0,0,1,0,0,0,1
186,0,0,1,0,1,1,1,0,1,0,0
943,1,1,1,0,1,0,1,1,1,1,0
303,0,1,0,0,1,0,1,1,1,1,1
229,0,0,1,1,1,0,0,1,0,1,1
193,0,0,1,1,0,0,0,0,0,1,1
190,0,0,1,0,1,1,1,1,1,0,0
624,1,0,0,1,1,1,0,0,0,0,0
477,0,1,1,1,0,1,1,1,0,1,1
927,1,1,1,0,0,1,1,1,1,1,1
839,1,1,0,1,0,0,0,1,1,1,1
573,1,0,0,0,1,1,1,1,0,1,1
738,1,0,1,1,1,0,0,0,1,0,0
686,1,0,1,0,1,0,1,1,1,0,0
140,0,0,1,0,0,0,1,1,0,0,1
610,1,0,0,1,1,0,0,0,1,0,0
584,1,0,0,1,0,0,1,0,0,0,1
1008,1,1,1,1,1,1,0,0,0,0,0
265,0,1,0,0,0,0,1,0,0,1,1
75,0,0,0,1,0,0,1,0,1,1,1
519,1,0,0,0,0,0,0,1,1,1,0
694,1,0,1,0,1,1,0,1,1,0,1
427,0,1,1,0,1,0,1,0,1,1,0
391,0,1,1,0,0,0,0,1,1,1,1
524,1,0,0,0,0,0,1,1,0,0,0
39,0,0,0,0,1,0,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0
437,0,1,1,0,1,1,0,1,0,1,1
774,1,1,0,0,0,0,0,1,1,0,1
20,0,0,0,0,0,1,0,1,0,0,0
260,0,1,0,0,0,0,0,1,0,0,1
875,1,1,0,1,1,0,1,0,1,1,0
801,1,1,0,0,1,0,0,0,0,1,1
460,0,1,1,1,0,0,1,1,0,0,1
207,0,0,1,1,0,0,1,1,1,1,1
382,0,1,0,1,1,1,1,1,1,0,0
973,1,1,1,1,0,0,1,1,0,1,1
296,0,1,0,0,1,0,1,0,0,0,0
832,1,1,0,1,0,0,0,0,0,0,1
297,0,1,0,0,1,0,1,0,0,1,1
46,0,0,0,0,1,0,1,1,1,0,0
237,0,0,1,1,1,0,1,1,0,1,0
484,0,1,1,1,1,0,0,1,0,0,1
511,0,1,1,1,1,1,1,1,1,1,0
827,1,1,0,0,1,1,1,0,1,1,0
183,0,0,1,0,1,1,0,1,1,1,1
274,0,1,0,0,0,1,0,0,1,0,0
868,1,1,0,1,1,0,0,1,0,0,1
893,1,1,0,1,1,1,1,1,0,1,1
756,1,0,1,1,1,1,0,1,0,0,1
78,0,0,0,1,0,0,1,1,1,0,0
251,0,0,1,1,1,1,1,0,1,1,0
406,0,1,1,0,0,1,0,1,1,0,1
728,1,0,1,1,0,1,1,0,0,0,1
110,0,0,0,1,1,0,1,1,1,0,0
572,1,0,0,0,1,1,1,1,0,0,0
68,0,0,0,1,0,0,0,1,0,0,0
811,1,1,0,0,1,0,1,0,1,1,0
276,0,1,0,0,0,1,0,1,0,0,1
86,0,0,0,1,0,1,0,1,1,0,1
717,1,0,1,1,0,0,1,1,0,1,1
831,1,1,0,0,1,1,1,1,1,1,1
305,0,1,0,0,1,1,0,0,0,1,1
57,0,0,0,0,1,1,1,0,0,1,1
289,0,1,0,0,1,0,0,0,0,1,1
565,1,0,0,0,1,1,0,1,0,1,1
491,0,1,1,1,1,0,1,0,1,1,0
775,1,1,0,0,0,0,0,1,1,1,1
600,1,0,0,1,0,1,1,0,0,0,1
105,0,0,0,1,1,0,1,0,0,1,1
441,0,1,1,0,1,1,1,0,0,1,1
256,0,1,0,0,0,0,0,0,0,0,0
339,0,1,0,1,0,1,0,0,1,1,1
328,0,1,0,1,0,0,1,0,0,0,1
932,1,1,1,0,1,0,0,1,0,0,1
838,1,1,0,1,0,0,0,1,1,0,1
126,0,0,0,1,1,1,1,1,1,0,0
567,1,0,0,0,1,1,0,1,1,1,0
866,1,1,0,1,1,0,0,0,1,0,0
285,0,1,0,0,0,1,1,1,0,1,1
279,0,1,0,0,0,1,0,1,1,1,1
684,1,0,1,0,1,0,1,1,0,0,0
808,1,1,0,0,1,0,1,0,0,0,0
221,0,0,1,1,0,1,1,1,0,1,1
317,0,1,0,0,1,1,1,1,0,1,1
884,1,1,0,1,1,1,0,1,0,0,1
697,1,0,1,0,1,1,1,0,0,1,1
345,0,1,0,1,0,1,1,0,0,1,1
425,0,1,1,0,1,0,1,0,0,1,1
220,0,0,1,1,0,1,1,1,0,0,1
813,1,1,0,0,1,0,1,1,0,1,1
180,0,0,1,0,1,1,0,1,0,0,1
156,0,0,1,0,0,1,1,1,0,0,1
189,0,0,1,0,1,1,1,1,0,1,1
642,1,0,1,0,0,0,0,0,1,0,1
956,1,1,1,0,1,1,1,1,0,0,0
721,1,0,1,1,0,1,0,0,0,1,1
109,0,0,0,1,1,0,1,1,0,1,1
145,0,0,1,0,0,1,0,0,0,1,1
685,1,0,1,0,1,0,1,1,0,1,0
640,1,0,1,0,0,0,0,0,0,0,1
703,1,0,1,0,1,1,1,1,1,1,0
974,1,1,1,1,0,0,1,1,1,0,1
452,0,1,1,1,0,0,0,1,0,0,1
77,0,0,0,1,0,0,1,1,0,1,1
17,0,0,0,0,0,1,0,0,0,1,1
806,1,1,0,0,1,0,0,1,1,0,1
293,0,1,0,0,1,0,0,1,0,1,1
184,0,0,1,0,1,1,1,0,0,0,0
951,1,1,1,0,1,1,0,1,1,1,1
483,0,1,1,1,1,0,0,0,1,1,0
523,1,0,0,0,0,0,1,0,1,1,0
993,1,1,1,1,1,0,0,0,0,1,1
448,0,1,1,1,0,0,0,0,0,0,1
909,1,1,1,0,0,0,1,1,0,1,1
615,1,0,0,1,1,0,0,1,1,1,0
415,0,1,1,0,0,1,1,1,1,1,1
85,0,0,0,1,0,1,0,1,0,1,1
198,0,0,1,1,0,0,0,1,1,0,1
59,0,0,0,0,1,1,1,0,1,1,0
50,0,0,0,0,1,1,0,0,1,0,0
752,1,0,1,1,1,1,0,0,0,0,0
412,0,1,1,0,0,1,1,1,0,0,1
732,1,0,1,1,0,1,1,1,0,0,1
107,0,0,0,1,1,0,1,0,1,1,0
938,1,1,1,0,1,0,1,0,1,0,0
347,0,1,0,1,0,1,1,0,1,1,1
363,0,1,0,1,1,0,1,0,1,1,0
543,1,0,0,0,0,1,1,1,1,1,0
495,0,1,1,1,1,0,1,1,1,1,0
92,0,0,0,1,0,1,1,1,0,0,0
241,0,0,1,1,1,1,0,0,0,1,1
125,0,0,0,1,1,1,1,1,0,1,1
152,0,0,1,0,0,1,1,0,0,0,1
529,1,0,0,0,0,1,0,0,0,1,1
704,1,0,1,1,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,1,0,0,0
393,0,1,1,0,0,0,1,0,0,1,1
65,0,0,0,1,0,0,0,0,0,1,1
142,0,0,1,0,0,0,1,1,1,0,1
3,0,0,0,0,0,0,0,0,1,1,1
818,1,1,0,0,1,1,0,0,1,0,0
239,0,0,1,1,1,0,1,1,1,1,0
1004,1,1,1,1,1,0,1,1,0,0,0
978,1,1,1,1,0,1,0,0,1,0,1
526,1,0,0,0,0,0,1,1,1,0,0
1000,1,1,1,1,1,0,1,0,0,0,0
447,0,1,1,0,1,1,1,1,1,1,0
810,1,1,0,0,1,0,1,0,1,0,0
876,1,1,0,1,1,0,1,1,0,0,1
928,1,1,1,0,1,0,0,0,0,0,0
554,1,0,0,0,1,0,1,0,1,0,0
194,0,0,1,1,0,0,0,0,1,0,1
98,0,0,0,1,1,0,0,0,1,0,0
397,0,1,1,0,0,0,1,1,0,1,1
1022,1,1,1,1,1,1,1,1,1,0,0
632,1,0,0,1,1,1,1,0,0,0,0
417,0,1,1,0,1,0,0,0,0,1,1
28,0,0,0,0,0,1,1,1,0,0,0
701,1,0,1,0,1,1,1,1,0,1,0
476,0,1,1,1,0,1,1,1,0,0,1
514,1,0,0,0,0,0,0,0,1,0,0
579,1,0,0,1,0,0,0,0,1,1,1
889,1,1,0,1,1,1,1,0,0,1,1
42,0,0,0,0,1,0,1,0,1,0,0
294,0,1,0,0,1,0,0,1,1,0,1
537,1,0,0,0,0,1,1,0,0,1,1
219,0,0,1,1,0,1,1,0,1,1,1
501,0,1,1,1,1,1,0,1,0,1,1
147,0,0,1,0,0,1,0,0,1,1,1
455,0,1,1,1,0,0,0,1,1,1,1
314,0,1,0,0,1,1,1,0,1,0,0
459,0,1,1,1,0,0,1,0,1,1,1
930,1,1,1,0,1,0,0,0,1,0,0
720,1,0,1,1,0,1,0,0,0,0,1
446,0,1,1,0,1,1,1,1,1,0,0
693,1,0,1,0,1,1,0,1,0,1,0
2,0,0,0,0,0,0,0,0,1,0,1
817,1,1,0,0,1,1,0,0,0,1,1
812,1,1,0,0,1,0,1,1,0,0,1
185,0,0,1,0,1,1,1,0,0,1,1
855,1,1,0,1,0,1,0,1,1,1,1
306,0,1,0,0,1,1,0,0,1,0,0
402,0,1,1,0,0,1,0,0,1,0,0
179,0,0,1,0,1,1,0,0,1,1,0
340,0,1,0,1,0,1,0,1,0,0,1
349,0,1,0,1,0,1,1,1,0,1,1
310,0,1,0,0,1,1,0,1,1,0,1
553,1,0,0,0,1,0,1,0,0,1,1
742,1,0,1,1,1,0,0,1,1,0,1
923,1,1,1,0,0,1,1,0,1,1,0
786,1,1,0,0,0,1,0,0,1,0,0
877,1,1,0,1,1,0,1,1,0,1,1
248,0,0,1,1,1,1,1,0,0,0,0
375,0,1,0,1,1,1,0,1,1,1,1
8,0,0,0,0,0,0,1,0,0,0,0
626,1,0,0,1,1,1,0,0,1,0,0
116,0,0,0,1,1,1,0,1,0,0,0
666,1,0,1,0,0,1,1,0,1,0,1
1015,1,1,1,1,1,1,0,1,1,1,1
547,1,0,0,0,1,0,0,0,1,1,0
621,1,0,0,1,1,0,1,1,0,1,1
112,0,0,0,1,1,1,0,0,0,0,0
897,1,1,1,0,0,0,0,0,0,1,1
683,1,0,1,0,1,0,1,0,1,1,0
129,0,0,1,0,0,0,0,0,0,1,1
976,1,1,1,1,0,1,0,0,0,0,1
941,1,1,1,0,1,0,1,1,0,1,1
421,0,1,1,0,1,0,0,1,0,1,1
87,0,0,0,1,0,1,0,1,1,1,1
1019,1,1,1,1,1,1,1,0,1,1,0
27,0,0,0,0,0,1,1,0,1,1,0
244,0,0,1,1,1,1,0,1,0,0,1
1001,1,1,1,1,1,0,1,0,0,1,1
559,1,0,0,0,1,0,1,1,1,1,0
84,0,0,0,1,0,1,0,1,0,0,0
532,1,0,0,0,0,1,0,1,0,0,0
637,1,0,0,1,1,1,1,1,0,1,1
301,0,1,0,0,1,0,1,1,0,1,1
188,0,0,1,0,1,1,1,1,0,0,0
653,1,0,1,0,0,0,1,1,0,1,1
234,0,0,1,1,1,0,1,0,1,0,0
410,0,1,1,0,0,1,1,0,1,0,0
271,0,1,0,0,0,0,1,1,1,1,1
408,0,1,1,0,0,1,1,0,0,0,0
706,1,0,1,1,0,0,0,0,1,0,1
641,1,0,1,0,0,0,0,0,0,1,1
687,1,0,1,0,1,0,1,1,1,1,0
606,1,0,0,1,0,1,1,1,1,0,0
645,1,0,1,0,0,0,0,1,0,1,1
568,1,0,0,0,1,1,1,0,0,0,0
240,0,0,1,1,1,1,0,0,0,0,0
762,1,0,1,1,1,1,1,0,1,0,0
322,0,1,0,1,0,0,0,0,1,0,1
12,0,0,0,0,0,0,1,1,0,0,0
971,1,1,1,1,0,0,1,0,1,1,1
431,0,1,1,0,1,0,1,1,1,1,0
715,1,0,1,1,0,0,1,0,1,1,1
791,1,1,0,0,0,1,0,1,1,1,1
788,1,1,0,0,0,1,0,1,0,0,1
604,1,0,0,1,0,1,1,1,0,0,0
591,1,0,0,1,0,0,1,1,1,1,0
551,1,0,0,0,1,0,0,1,1,1,0
123,0,0,0,1,1,1,1,0,1,1,0
14,0,0,0,0,0,0,1,1,1,0,0
428,0,1,1,0,1,0,1,1,0,0,0
828,1,1,0,0,1,1,1,1,0,0,0
454,0,1,1,1,0,0,0,1,1,0,1
167,0,0,1,0,1,0,0,1,1,1,1
461,0,1,1,1,0,0,1,1,0,1,1
963,1,1,1,1,0,0,0,0,1,1,1
295,0,1,0,0,1,0,0,1,1,1,1
770,1,1,0,0,0,0,0,0,1,0,0
753,1,0,1,1,1,1,0,0,0,1,1
804,1,1,0,0,1,0,0,1,0,0,1
949,1,1,1,0,1,1,0,1,0,1,1
196,0,0,1,1,0,0,0,1,0,0,1
652,1,0,1,0,0,0,1,1,0,0,1
500,0,1,1,1,1,1,0,1,0,0,1
840,1,1,0,1,0,0,1,0,0,0,1
368,0,1,0,1,1,1,0,0,0,0,0
924,1,1,1,0,0,1,1,1,0,0,1
556,1,0,0,0,1,0,1,1,0,0,0
187,0,0,1,0,1,1,1,0,1,1,0
252,0,0,1,1,1,1,1,1,0,0,0
358,0,1,0,1,1,0,0,1,1,0,1
669,1,0,1,0,0,1,1,1,0,1,1
36,0,0,0,0,1,0,0,1,0,0,0
24,0,0,0,0,0,1,1,0,0,0,0
982,1,1,1,1,0,1,0,1,1,0,1
733,1,0,1,1,0,1,1,1,0,1,1
130,0,0,1,0,0,0,0,0,1,0,1
904,1,1,1,0,0,0,1,0,0,0,0
598,1,0,0,1,0,1,0,1,1,0,0
773,1,1,0,0,0,0,0,1,0,1,1
999,1,1,1,1,1,0,0,1,1,1,1
1013,1,1,1,1,1,1,0,1,0,1,1
826,1,1,0,0,1,1,1,0,1,0,0
854,1,1,0,1,0,1,0,1,1,0,1
166,0,0,1,0,1,0,0,1,1,0,1
542,1,0,0,0,0,1,1,1,1,0,0
942,1,1,1,0,1,0,1,1,1,0,0
518,1,0,0,0,0,0,0,1,1,0,0
700,1,0,1,0,1,1,1,1,0,0,0
9,0,0,0,0,0,0,1,0,0,1,1
119,0,0,0,1,1,1,0,1,1,1,0
782,1,1,0,0,0,0,1,1,1,0,1
377,0,1,0,1,1,1,1,0,0,1,1
238,0,0,1,1,1,0,1,1,1,0,0
835,1,1,0,1,0,0,0,0,1,1,1
255,0,0,1,1,1,1,1,1,1,1,0
403,0,1,1,0,0,1,0,0,1,1,0
479,0,1,1,1,0,1,1,1,1,1,1
995,1,1,1,1,1,0,0,0,1,1,0
590,1,0,0,1,0,0,1,1,1,0,0
912,1,1,1,0,0,1,0,0,0,0,0
550,1,0,0,0,1,0,0,1,1,0,0
696,1,0,1,0,1,1,1,0,0,0,0
453,0,1,1,1,0,0,0,1,0,1,1
394,0,1,1,0,0,0,1,0,1,0,0
41,0,0,0,0,1,0,1,0,0,1,1
74,0,0,0,1,0,0,1,0,1,0,1
384,0,1,1,0,0,0,0,0,0,0,0
67,0,0,0,1,0,0,0,0,1,1,1
490,0,1,1,1,1,0,1,0,1,0,0
979,1,1,1,1,0,1,0,0,1,1,1
783,1,1,0,0,0,0,1,1,1,1,1
859,1,1,0,1,0,1,1,0,1,1,1
138,0,0,1,0,0,0,1,0,1,0,1
844,1,1,0,1,0,0,1,1,0,0,1
607,1,0,0,1,0,1,1,1,1,1,0
351,0,1,0,1,0,1,1,1,1,1,1
815,1,1,0,0,1,0,1,1,1,1,1
485,0,1,1,1,1,0,0,1,0,1,1
61,0,0,0,0,1,1,1,1,0,1,1
141,0,0,1,0,0,0,1,1,0,1,1
937,1,1,1,0,1,0,1,0,0,1,1
658,1,0,1,0,0,1,0,0,1,0,1
350,0,1,0,1,0,1,1,1,1,0,1
883,1,1,0,1,1,1,0,0,1,1,0
690,1,0,1,0,1,1,0,0,1,0,0
139,0,0,1,0,0,0,1,0,1,1,1
312,0,1,0,0,1,1,1,0,0,0,0
225,0,0,1,1,1,0,0,0,0,1,1
390,0,1,1,0,0,0,0,1,1,0,1
965,1,1,1,1,0,0,0,1,0,1,1
